Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto
2016,10190,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/29/2016 12:00:00 AM,Aerodelicias Ltda,Cerrada,19766,1 332 Unidad of PAE-6 a 8 anos-complemento-refrigerio-s2 4 514 Unidad of PAE-9 a 12 anos-complemento-refrigerio-s2 14 615 Unidad of PAE-13 a 17 anos-complemento-refrigerio-s2,46158579.66,PAE,Bogotá,No obligada,ND
2016,10191,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/29/2016 12:00:00 AM,UNIÓN TEMPORAL ALICOL 2015-1,Cerrada,19763,925 Unidad of PAE-3 a 5 anos-complemento-refrigerio-s6 11 030 Unidad of PAE-6 a 8 anos-complemento-refrigerio-s6 184 338 Unidad of PAE-9 a 12 anos-complemento-refrigerio-s6 198 107 Unidad of PAE-13 a 17 anos-complemento-refrigerio-s6,864857652.81,PAE,Bogotá,No obligada,ND
2016,10192,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/29/2016 12:00:00 AM,Aerodelicias Ltda,Cerrada,19762,37 Unidad of PAE-3 a 5 anos-complemento-refrigerio-s1 851 Unidad of PAE-6 a 8 anos-complemento-refrigerio-s1 13 616 Unidad of PAE-9 a 12 anos-complemento-refrigerio-s1 56 684 Unidad of PAE-13 a 17 anos-complemento-refrigerio-s1,163683393.87,PAE,Bogotá,No obligada,ND
2016,10193,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/29/2016 12:00:00 AM,UNIÓN TEMPORAL CAPITALIÑOS-PAE,Cerrada,19758,185 Unidad of PAE-3 a 5 anos-complemento-refrigerio-s3 2 257 Unidad of PAE-6 a 8 anos-complemento-refrigerio-s3 42 150 Unidad of PAE-9 a 12 anos-complemento-refrigerio-s3 75 480 Unidad of PAE-13 a 17 anos-complemento-refrigerio-s3,254230847.38,PAE,Bogotá,No obligada,ND
2016,10194,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/29/2016 12:00:00 AM,UNIÓN TEMPORAL CAPITALIÑOS-PAE,Cerrada,19699,370 Unidad of PAE-3 a 5 anos-complemento-refrigerio-s4 2 220 Unidad of PAE-6 a 8 anos-complemento-refrigerio-s4 63 492 Unidad of PAE-9 a 12 anos-complemento-refrigerio-s4 86 617 Unidad of PAE-13 a 17 anos-complemento-refrigerio-s4,325862885.37,PAE,Bogotá,No obligada,ND
2016,10568,Ejecutiva,Justicia y del Derecho,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS,Laura Cristina Becerra Chaves,09/15/2016 12:00:00 AM,Permoda Ltda.,Emitida,19741,58 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,8700000.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10587,No Definida,,AUTORIDAD NACIONAL DE TELEVISION,Diana Rocio Oviedo Calderon,09/16/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,17150,12 Unidad of Llanta Brid Pot R760 205/55R16,3838800.00,Grandes Superficies,Bogotá,,ND
2016,10195,Ejecutiva,Justicia y del Derecho,ANDJE,Joaquin Mauricio Galarza Vejarano,08/29/2016 12:00:00 AM,Key Market S.A.S.,Cerrada,19694,148 Unidad of PC de escritorio 2.1 A PE - 20 Tiempo 37 Unidad of PC de escritorio 3.1 A PA - 20 Tiempo 1 Unidad of PC de escritorio 3.1 B PA - 20 Tiempo 29 Unidad of Portátil 2.2 PEM - 20 Tiempo 20 Unidad of Monitor industrial 2.1 PE - 20 Tiempo 5 Unidad of Impresora MFP láser B/N 2.3 PE - 20 Tiempo 4 Unidad of Impresora MFP láser B/N 3.3 PA - 20 Tiempo 1 Unidad of Impresora MFP color inyección tinta 2.4 B PE - 20 Tiempo 7 Unidad of Video proyector 2.1 PE - 20 Tiempo 29 Unidad of soporte para portátil - 20 Tiempo 29 Unidad of Teclado USB - 20 Tiempo 215 Unidad of Servicio de configuración e instalación de software Categoría 2 Equipo de computo -  Tiempo 215 Unidad of Servicio de transferencia de datos Categoría 2 -  Tiempo 1 Unidad of IVA 135 Unidad of PC de escritorio 2.1 A PE - 30 Tiempo 30 Unidad of PC de escritorio 3.1 A PA - 30 Tiempo 1 Unidad of PC de escritorio 3.1 B PA- 30 Tiempo 35 Unidad of Portátil 2.2 PEM- 30 Tiempo 20 Unidad of Monitor industrial 2.1 PE- 30 Tiempo 4 Unidad of Impresora MFP láser B/N 2.3 PE - 30 Tiempo 4 Unidad of Impresora MFP láser B/N 3.3 PA- 30 Tiempo 1 Unidad of Impresora MFP color inyección tinta 2.4 B PE- 30 Tiempo 6 Unidad of Video proyector 2.1 PE- 30 Tiempo 30 Unidad of soporte para portátil - 30 Tiempo 30 Unidad of Teclado USB - 30 Tiempo 10 Unidad of PC de escritorio 3.1 A PA - 6 Tiempo,759386581.00,Arriendo ETP,Bogotá,Obligada,ND
2016,10196,Ejecutiva,No Definido,CUNDINAMARCA - GOBERNACION DE CUNDINAMARCA,Diego Alejandro Rivera Gonzalez,08/29/2016 12:00:00 AM,Inversiones Giratell Giraldo S.C.A.,Emitida,19750,3 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,274920.00,Dotaciones de Vestuario,Bogotá,No obligada,ND
2016,10198,Ejecutiva,Inclusión social y reconciliación,UNIDAD ATENCION REPARACION INTEGRAL A VICTIMAS,Karen Johanna Ibarra Arcos,08/29/2016 12:00:00 AM,Fernando Guerrero Caro,Emitida,19671,2 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 2 Unidad of kit Cinturón Otros De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,238055.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10199,Ejecutiva,Hacienda y Crédito Público,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Helman René Jaramillo Valderrama,08/29/2016 12:00:00 AM,UT Software y Servicios Eficientes,Emitida,19749,8 Unidad of Servicio - Región 1 -  - Soporte técnico en sitio - profesional oro - 1 - Und 40 Unidad of Servicio - Región 1 -  - Soporte técnico reactivo -  Oro - 1 - Und 120 Unidad of Servicio - Región 1 -  - Soporte técnico proactivo -  Oro - 1 - Und 30 Unidad of Servicio - Región 1 -  - Capacitación a usuario técnico o administrador - hasta diez (10) personas- presencial - 3 - Und 24 Unidad of Servicio - Región Todas -  - Configuración y Parametrización de Productos Microsoft Categoría 2 Oro - 1 - Und 1 Unidad of IVA,57420000.00,Microsoft,Bogotá,Obligada,ND
2016,10200,Ejecutiva,"Vivienda, Ciudad y Territorio",COMISION REG AGUA POTABLE SANEAMIENTO BASICO,Daniel Alfonso Carreño Niño,08/29/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19003,2 Unidad of Horno Microondas WHIRLPOOL 1 1P WMCSG111XD  1 Unidad of Cocineta HACEB AR ELEC-2 2P  G,786800.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10201,Ejecutiva,"Vivienda, Ciudad y Territorio",COMISION REG AGUA POTABLE SANEAMIENTO BASICO,Daniel Alfonso Carreño Niño,08/29/2016 12:00:00 AM,MAKRO SUPERMAYORISTA S.A.S,Emitida,19003,1 Unidad of BATERIA ACERO INOXIDABLE 12 PIEZAS,71368.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10202,Ejecutiva,"Vivienda, Ciudad y Territorio",COMISION REG AGUA POTABLE SANEAMIENTO BASICO,Daniel Alfonso Carreño Niño,08/29/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19780,1 Unidad of Nevecon SAMSSUNG 517L RS21HKBG1 N,4699000.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10203,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL - DIRECCION GENERAL MARITIMA (DIMAR),Ivis Zambrano Medina,08/29/2016 12:00:00 AM,Oracle Colombia Ltda,Emitida,19783,1 Unidad of Servicios Oracle (CCE-211-AG-2015),8095845.00,Servicios Oracle,Bogotá,Obligada,ND
2016,10204,Ejecutiva,Defensa Nacional,CUNDINAMARCA - ESCUELA NACIONAL DE CARABINEROS FACATATIVA,Alex Yamid Gonzalez Sierra,08/29/2016 12:00:00 AM,Organización Terpel S.A.,Emitida,15523,32 000 000 Peso (COP) of Combustible Terpel - Facatativá,32000000.00,Combustible (Bogotá) II,Facatativa - Cundinamarca,Obligada,ND
2016,10205,Ejecutiva,Justicia y del Derecho,INPEC - COMPLEJO CARCELARIO Y PENITENCIARIO METROPOLITANO DE BOGOTA,Jesús Albeiro Peña Roa,08/29/2016 12:00:00 AM,MAKRO SUPERMAYORISTA S.A.S,Cerrada,19715,1 Unidad of TV SAMSUNG LED SMART 32 80cm 4 Unidad of SILLA ESPERA BERLIN PLASTICA AZUL BASE CROMADA,1076139.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10206,Ejecutiva,Defensa Nacional,FUERZA AEREA COLOMBIANA - DIRECCION CENTROS EDUCATIVOS FAC,Silvana Margarita Meza Mejia,08/29/2016 12:00:00 AM,GYE Grupo y Estrategia S.A.S.,Emitida,19779,6 Mes of R11 - Operario de aseo Tiempo Completo - 8 6 Unidad of R11 - Bienes de Aseo y Cafetería 1 Metro Cuadrado of R11 - Fumigación - 20000 1 Unidad of R11 - AIU 1 Unidad of R11 - IVA 4 Mes of REAJUSTE SALARIAL  5 Mes of REAJUSTE IPC  1 Unidad of FUMIGACION,68555069.15,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10207,Ejecutiva,Minas y Energía,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES ENERGETICAS,Andres Corredor Avila,08/29/2016 12:00:00 AM,Oracle Colombia Ltda,Cerrada,19787,1 Unidad of Servicios Oracle (CCE-211-AG-2015),60471427.00,Servicios Oracle,Bogotá,Obligada,ND
2016,10208,Ejecutiva,Ambiente y Desarrollo Sostenible,SECRETARIA DISTRITAL DE AMBIENTE,Jose Nelson Rueda Cuervo,08/29/2016 12:00:00 AM,Oracle Colombia Ltda,Cerrada,19789,1 Unidad of Actualización y soporte Servicios Oracle,70577237.00,Servicios Oracle,Bogotá,No obligada,ND
2016,10209,Ejecutiva,Transporte,BOGOTA - SECRETARIA DISTRITAL DE MOVILIDAD,Hortensia Maldonado Rodriguez,08/29/2016 12:00:00 AM,Organización Terpel S.A.,Cerrada,18125,932 500 000 Peso (COP) of Combustible Terpel - Bogotá.,932500000.00,Combustible (Bogotá) II,Bogotá,No obligada,ND
2014,1021,Ejecutiva,Hacienda y Crédito Público,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,Diego Armando Chitiva Sanchez,12/19/2014 12:00:00 AM,Ofixpres S.A.S.,Emitida,3465,17 Unidad of Outsourcing de Papelería y Útiles de Oficina,1511568243.00,Papelería y útiles de oficina,Bogotá,Obligada,ND
2016,10217,Ejecutiva,Defensa Nacional,MEVIL,Carlos Eduardo Vanegas Gonzalez,08/30/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,18982,3 Unidad of Guada adora eje rigido HY-G43L,4184961.00,Grandes Superficies,Villavicencio,Obligada,ND
2016,10218,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES - REGIONAL LLANOS ORIENTALES,Luis Orlando Muñoz Malagon,08/30/2016 12:00:00 AM,Unicombustibles,Cerrada,19792,23 700 832 Peso (COP) of Combustible Unicombustibles - Bogotá,23700832.00,Combustible (Bogotá) II,Villavicencio,Obligada,ND
2014,1022,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Laura Milena Visbal Cortés,12/19/2014 12:00:00 AM,Unión Temporal CCEficiente,Cerrada,3467,11 Unidad of Bienes de Aseo y Cafetería 11 Mes of Operario de aseo y cafetería Tiempo Completo - 31 11 Mes of Operario auxiliar capacitado para trabajo en alturas Tiempo Completo - 1 11 Mes of Coordinador de tiempo completo Tiempo Completo - 1 11 Mes of Operario de aseo y cafetería Medio Tiempo - 3 1 Unidad of Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of Recargo por dotación especial 1 Unidad of AIU 1 Unidad of Valor IVA 1 Unidad of Gravámenes adicionales 17 544 Metro Cuadrado of Servicio de Jardineria 10 906 Metro Cuadrado of Servicio de Fumigación 3 Mes of Operario de mantenimiento capacitado para trabajo en alturas Tiempo Completo - 7 1 Unidad of Reajuste salarial 21 Día of Operario de Aseo y Cafetería Tiempo Completo -31  21 Día of Operario Auxiliar capacitado para trabajo en alturas Tiempo Completo - 1 21 Día of Coordinador de Tiempo Completo Tiempo Completo - 1,843300645.87,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10225,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Diana Paola Reyes Bernal,08/30/2016 12:00:00 AM,QBE SEGUROS S.A,Emitida,19776,1 Unidad of 130 MOTOS Más de 200c.c.  1 Unidad of 221 CAMPEROS Y CAMIONETAS 1500 a 2500c.c. 0 a 9 años 1 Unidad of 231 CAMPEROS Y CAMIONETAS Más de 2500c.c. 0 a 9 años 1 Unidad of 232 CAMPEROS Y CAMIONETAS Más de 2500c.c. Más de 10 1 Unidad of 430 OFICIALES ESPECIALES Más de 2500 c.c.  1 Unidad of 511 AUTOS FAMILIARES Hasta 1500c.c. 0 a 9 años 1 Unidad of 521 AUTOS FAMILIARES 1500 a 2500c.c. 0 a 9 años,6019417.00,SOAT II,Bogotá,Obligada,ND
2016,10226,Ejecutiva,Cultura,ORQUESTA FILARMONICA DE BOGOTA,Juan Carlos Quintero Fierro,08/30/2016 12:00:00 AM,Computel System S.A.S.,Emitida,19788,60 Unidad of PC Escritorio 3.1 PA - 6 Tiempo 11 Unidad of Portátil 3.2 PA - 6 Tiempo 7 Unidad of Tableta 2.1 PE - 2 Tiempo 1 Unidad of Video proyector 2.1 PE - 6 Tiempo 1 Unidad of Impresora MFP láser B/N 2.3 PE - 6 Tiempo 1 Unidad of IVA 57 Unidad of PC ESCRITORIO 3.1. PA-3 TIEMPO  11 Unidad of PORTATIL 3 2 P.A - 3 TIEMPO  7 Unidad of TABLETA 2.1.  2 TIEMPO  1 Unidad of VIDEO PROYECTOR 2.1. PE 3 TIEMPO  1 Unidad of IMPRESORA MFP LÁSER B/N 2.3 PE- 3 TIEMPO,217675202.00,Arriendo ETP,Bogotá,No obligada,ND
2016,10227,Ejecutiva,Tecnologías de la Información y las comunicaciones,COMISION DE REGULACION DE COMUNICACIONES,Silvia Juliana Ramírez Rosas,08/30/2016 12:00:00 AM,ETB,Emitida,19695,294 Día of 1.6 - Enlace dedicado Internet 64Mbps - Platino - Tipo 1 - 294 Dia 294 Día of 1.11 - Enlace dedicado 6Mbps - Platino - Tipo 1 - 294 Dia 294 Día of 1.211 - DNS  - Platino - Tipo 2 - 294 Dia 1 Unidad of Instalación 1 Unidad of IVA,26301356.74,Nube Privada,Bogotá,Obligada,ND
2014,1023,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Laura Milena Visbal Cortés,12/19/2014 12:00:00 AM,Unión Temporal Seiso - Serconal,Cerrada,3466,11 Unidad of Bienes de Aseo y Cafetería 11 Mes of Operario de aseo y cafetería Tiempo Completo - 60 11 Mes of Coordinador de tiempo completo Tiempo Completo - 3 11 Mes of Operario de aseo y cafetería Medio Tiempo - 2 1 Unidad of Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of Recargo por dotación especial 1 Unidad of AIU 1 Unidad of Valor IVA 1 Unidad of Gravámenes adicionales 3 Mes of Operario de mantenimiento capacitado para trabajo en alturas Tiempo Completo - 9 1 Metro Cuadrado of Fumigación - 29516 1 Metro Cuadrado of Jardineria - 32847 1 Unidad of Reajuste Salarial  21 Día of Operario de Aseo y Cafetería Tiempo Completo - 60  21 Día of Coordinador de Tiempo Completo - 3 21 Día of Operario de aseo y cafetería Medio Tiempo - 2,1393925950.34,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10230,Ejecutiva,Defensa Nacional,FUERZA AEREA COLOMBIANA - DIRECCION DE TECNOLOGÍAS DE LA INFORMACION,Mery Cecilia Melendez Quintero,08/30/2016 12:00:00 AM,Oracle Colombia Ltda,Emitida,19825,1 Unidad of Servicios Oracle (CCE-211-AG-2015),227108505.00,Servicios Oracle,Bogotá,Obligada,ND
2016,10234,Ejecutiva,Defensa Nacional,FUERZA AEREA COLOMBIANA-ESCUELA DE SUBOFICIALES,Cindy Juliana Melo Bernal,08/30/2016 12:00:00 AM,Unión Temporal Ladoinsa 2014,Cerrada,19822,5 Mes of R11 - Operario de aseo Tiempo Completo - 6 5 Unidad of R11 - Bienes de Aseo y Cafetería 5 Mes of R11 - Jardinería - 20350 1 Unidad of R11 - Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of R11 - Recargo por dotación especial 1 Unidad of R11 - AIU 1 Unidad of R11 - IVA 1 Unidad of R11 - Gravámenes adicionales,44054048.35,Aseo y Cafetería,Madrid,Obligada,ND
2016,10237,Ejecutiva,Transporte,INSTITUTO NACIONAL DE VIAS,Deisy Astrid Cabrera Ahumada,08/31/2016 12:00:00 AM,PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.,Emitida,19824,10 Unidad of INACTIVE TONER LEXMARK 62D4H00 NEGRO MX710/MX711 Cod: 8490954,11032470.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10238,Ejecutiva,Minas y Energía,BOGOTA D.C - UNIDAD DE PLANEACION MINERO ENERGETICA  UPME,Alejandro Carrillo Carrillo,08/31/2016 12:00:00 AM,Eforcers S.A.,Emitida,19841,165 Unidad of Actualización a Google Apps Unlimited 12 meses 1 usuario almacenamiento ilimitado Vault Apps for Work pago por Licencia 6 Unidad of Capacitación usuario final de hasta 20 usuarios Presencial región 1 pago por Sesión 1 Unidad of IVA,76976837.88,Google,Bogotá,No obligada,ND
2016,10240,Ejecutiva,Defensa Nacional,DIRECCION DE ANTINARCOTICOS POLICIA NACIONAL,Jose Angel Mendoza Guzman,08/31/2016 12:00:00 AM,Unión Temporal Serviactiva 2014,Emitida,19845,8 Mes of R1 - Operario de aseo y cafetería Tiempo Completo - 3 8 Unidad of R1 - Bienes de Aseo y Cafetería 1 Unidad of R1 - Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of R1 - Recargo por dotación especial 1 Unidad of R1 - AIU 1 Unidad of R1 - IVA 1 Unidad of R1 - Gravámenes adicionales,32848446.28,Aseo y Cafetería,Bogotá,Obligada,ND
2014,1017,Ejecutiva,Planeación,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,William Elias Sanabria Romero,12/19/2014 12:00:00 AM,Seguros Generales Suramericana S.A.,Emitida,3454,1 Unidad of SOAT,1.00,SOAT,Bogotá,Obligada,ND
2016,10242,Ejecutiva,Ambiente y Desarrollo Sostenible,UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,Martha Janeth Carreño Lizarazo,08/31/2016 12:00:00 AM,Unión Temporal Toyonorte Ltda.  Distribuidora Toyota S.A.S.,Emitida,19856,1 Unidad of Vehículo 1 Unidad of Adecuaciones y Accesorios Adicionales 1 Unidad of Mantenimiento Preventivo 1 Unidad of Requerimientos de la Matricula 1 Unidad of Gravámenes adicionales 1 Unidad of Lugar de Entrega,107454592.00,Vehículos II,Bogotá,No obligada,ND
2016,10243,Ejecutiva,Justicia y del Derecho,INPEC - ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE NEIVA,Faiber Andres Castillo Gil,08/31/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19290,17 Unidad of Silla de Oficina K-LINE Cuero Negra 6646 7 Unidad of Pañal para Incontinencia ALKOSTO Talla Grande,5964600.00,Grandes Superficies,Rivera,Obligada,ND
2016,10244,Ejecutiva,Justicia y del Derecho,INPEC - ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE NEIVA,Faiber Andres Castillo Gil,08/31/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19849,1 Unidad of Impre Laser Samsung SL-M2020W 4 Unidad of Aire Acondicionado MABE 12000 BTU MMT12CABW Blanco,5134600.00,Grandes Superficies,Rivera,Obligada,ND
2016,10245,Ejecutiva,Justicia y del Derecho,INPEC - ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE NEIVA,Faiber Andres Castillo Gil,08/31/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19857,1 Unidad of LAVADORA LG 12KG LG WF-T1210TP BOA,1299900.00,Grandes Superficies,Rivera,Obligada,ND
2016,10246,Organismos autónomo o independientes,Hacienda y Crédito Público,FONDO DE PRESTACIONES ECONOMICAS CESANTIAS Y PENSIONES FONCEP,Alvaro Paez Sorzano,08/31/2016 12:00:00 AM,Eforcers S.A.,Cerrada,19800,60 Unidad of Google Apps for Work 12 meses 1 usuario pago por Licencia 35 Unidad of Google Apps Vault 12 meses 1 usuario pago por Licencia 1 Unidad of IVA,15697877.60,Google,Bogotá,No obligada,ND
2016,10248,Judicial,Justicia y del Derecho,FISCALIA GENERAL DE LA NACION - SECCIONAL QUINDIO,Magda Patricia Herrera Valencia,08/31/2016 12:00:00 AM,Controles Empresariales S.A.S.,Emitida,19765,2 Unidad of Producto - Región Todas - Office - Producto Microsoft OfficeProfessionalPlus 2016 Government OLP 1License NoLevel Región 1 a 4 Una sola vez 1 Licencia por Dispositivo  1 Licencia p 2 Unidad of Producto - Región Todas - Windows Client - Producto Microsoft WindowsProfessional 8.1 Upgrade Government OLP 1License NoLevel Región 1 a 4 Una sola vez 1 Licencia por Dispositivo   1 Unidad of IVA,3121331.41,Microsoft,Armenia Quindio,No obligada,ND
2014,1025,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Laura Milena Visbal Cortés,12/19/2014 12:00:00 AM,CLEANER S.A.,Cerrada,3463,11 Mes of Operario de aseo y cafetería Tiempo Completo - 44 11 Mes of Coordinador de tiempo completo Tiempo Completo - 1 11 Mes of Operario de aseo y cafetería Medio Tiempo - 1 11 Unidad of Bienes de Aseo y Cafetería 1 Unidad of Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of Recargo por dotación especial 1 Unidad of AIU 1 Unidad of IVA 1 Unidad of Gravámenes adicionales 3 Mes of Operario de mantenimiento capacitado para trabajo en alturas Tiempo Completo - 6 3 897 Metro Cuadrado of Servicio de Jardineria 18 165 Metro Cuadrado of Servicio de Fumigación 1 Unidad of Reajuste Salarial 21 Día of Operario de Aseo y Cafetería Tiempo Completo - 44  21 Día of Coordinador de tiempo completo Tiempo Completo - 1 21 Día of Operario de aseo y cafeteria Medio Tiempo - 1,876977099.17,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10250,Ejecutiva,"Vivienda, Ciudad y Territorio",MINISTERIO DE VIVIENDA  CIUDAD Y TERRITORIO,Jorge Augusto Sosa A.,08/31/2016 12:00:00 AM,Fernando Guerrero Caro,Emitida,19868,4 Unidad of kit Un par de zapatos Calzado De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,358950.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10252,Ejecutiva,"Vivienda, Ciudad y Territorio",MINISTERIO DE VIVIENDA  CIUDAD Y TERRITORIO,Jorge Augusto Sosa A.,08/31/2016 12:00:00 AM,PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.,Emitida,18020,100 Unidad of INACTIVE PASTA ARGOLLA CONVERTIBLE CARTA 105 0.5  R BLANCA Cod: 8490816 100 Unidad of INACTIVE PASTA ARGOLLA CONVERTIBLE CARTA 105 1  R BLANCA Cod: 8490817 300 Unidad of INACTIVE BOLIGRAFO NEGRO KILOMETRICO 100 CRISTAL Cod: 8490637 100 Unidad of INACTIVE GUANTES QUIRURGICOS BLANCO X100 TALLA M Cod: 8490629 100 Unidad of INACTIVE NOTAS ADHESIVAS KORES 75X75MM 100 HOJAS AMARARILLO Cod: 8490780 10 000 Unidad of INACTIVE SOBRE MANILA OFICIO 25X35 ECOLOGICO SIN Cod: 8024207,3825100.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10253,Ejecutiva,"Vivienda, Ciudad y Territorio",COMISION REG AGUA POTABLE SANEAMIENTO BASICO,Daniel Alfonso Carreño Niño,08/31/2016 12:00:00 AM,Inversiones Giratell Giraldo S.C.A.,Emitida,19865,6 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,535920.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10257,Ejecutiva,Hacienda y Crédito Público,UAE - GESTION PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCION SOCIAL,Diana Carolina Nuñez Parra,08/31/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,18050,7 Unidad of Celular 4G Sams Glxy S6Edge 32GB Ng,16099300.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10258,Ejecutiva,"Vivienda, Ciudad y Territorio",COMISION REG AGUA POTABLE SANEAMIENTO BASICO,Daniel Alfonso Carreño Niño,08/31/2016 12:00:00 AM,Confecciones Paez S.A.,Emitida,19873,6 Unidad of kit Formal Clima Frio De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,1007683.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10259,Ejecutiva,Transporte,CORPORACION AUTONOMA REGIONAL DEL RIO GRANDE DE LA MAGDALENA,Luis Alvaro Mendoza Mazzeo,08/31/2016 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,19876,3 Unidad of CCU88929 ArcGIS for Desktop Advanced Concurrent Upgrade from ArcGIS for Desktop Standard Single or Concurrent 1 Unidad of IVA ArcGIS,67595739.16,ArcGIS,Barrancabermeja,No obligada,ND
2014,1010,Ejecutiva,Función Pública,GOBERNACION DE BOYACA,Jullieth Paola Reyes Corredor,12/18/2014 12:00:00 AM,DISTRIBUIDORA NISSAN S.A.,Emitida,3441,4 Unidad of -,301978080.00,Vehículos I,Tunja,No obligada,ND
2014,1026,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Laura Milena Visbal Cortés,12/19/2014 12:00:00 AM,Unión Temporal Eminser-Soloaseo,Cerrada,3462,11 Mes of Operario de aseo y cafetería Tiempo Completo - 40 11 Unidad of Bienes de Aseo y Cafetería 1 Unidad of Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of Recargo por dotación especial 1 Unidad of AIU 1 Unidad of IVA 1 Unidad of Gravámenes adicionales 3 Mes of Operario de mantenimiento capacitado para trabajo en alturas Tiempo Completo - 4 21 093 Metro Cuadrado of Servicio de Jardineria 10 212 Metro Cuadrado of Servicio de Fumigación 1 Unidad of Reajuste Salarial  21 Día of Operario de aseo y cafeteria Tiempo Completo - 40,803663085.97,Aseo y Cafetería,Bogotá,Obligada,ND
